name,address,phone,lat,lon
McDonald's,"77 BANK STREET, OTTAWA, K1P 5N2, Canada",6132375854,-75.70091,45.42088
McDonald's,"252 ELGIN STREET, OTTAWA, K2P 1L9, Canada",6132366769,-75.6909,45.4183
McDonald's,"60 George Street, OTTAWA, K1N 1J4, Canada",6132414414,-75.69173,45.42645
McDonald's,"180, BOUL. MAISONNEUVE, GATINEAU, J8X 3N5, Canada",8197777878,-75.71255,45.43167
McDonald's,"670 BRONSON AVENUE, OTTAWA, K1S 4E9, Canada",6132342996,-75.70115,45.40294
McDonald's,"853 Bank Street, OTTAWA, K1S 3W2, Canada",6132300135,-75.68736,45.40152
McDonald's,"(Wal-Mart) 450 Terminal Avenue , OTTAWA, K1G 0Z3, Canada",6137897911,-75.64983,45.41349
McDonald's,"515, BOUL. ST-JOSEPH , GATINEAU, J8Y 4A1, Canada",8197702296,-75.73377,45.44778
McDonald's,"2269 RIVERSIDE DRIVE, BILLINGS BRIDGE PLAZA, OTTAWA, K1H 8K2, Canada",6137398021,-75.67681,45.38705
McDonald's,"(Food Court) 2277 RIVERSIDE DRIVE , OTTAWA, K1H 7X6, Canada",6132609799,-75.67721,45.38549
McDonald's,"1007 ST. LAURENT BLVD., OTTAWA, K1K 3B1, Canada",6137445884,-75.63898,45.42845
McDonald's,"594 MONTREAL RD., OTTAWA, K1K 0T9, Canada",6137410093,-75.64353,45.44183
McDonald's,"80 GREBER BLVD., GATINEAU, J8T 3P8, Canada",8195611436,-75.70057,45.46427
McDonald's,"(Wal-Mart) 51, BOUL. LA GAPPE , GATINEAU, J8T 0B5, Canada",8195616638,-75.71992,45.46511
McDonald's,"1795 ST. LAURENT BLVD, OTTAWA, K1G 3V4, Canada",6132488900,-75.62534,45.40431
McDonald's,"38, BOUL. DU MONT-BLEU, GATINEAU, J8Z 1J3, Canada",8197702031,-75.74755,45.46229
McDonald's,"888 MEADOWLANDS DRIVE, OTTAWA, K2C 4R2, Canada",6132262261,-75.70197,45.36724
McDonald's,"1771 WALKLEY, OTTAWA, K1V 1L2, Canada",6137338354,-75.64039,45.3801
McDonald's,"243 Boul. Des Grives , GATINEAU, J9A 0A7, Canada",8195950000,-75.77948,45.43382
McDonald's,"(Wal-Mart) 640, BOUL. MALONEY OUEST, WAL-MART - GATINEAU, GATINEAU, J8P 7M4, Canada",8192468202,-75.676,45.48112
McDonald's,"1880 CARLING AVE., OTTAWA, K2A 1E7, Canada",6137289898,-75.75837,45.37523
McDonald's,"(Wal-Mart) 1375 Baseline Road , OTTAWA, K2C 3G1, Canada",6132257563,-75.73798,45.36362
McDonald's,"378, BOUL. MALONEY OUEST, GATINEAU, J8P 6W2, Canada",8196631211,-75.66365,45.48376
McDonald's,"1890 INNES ROAD, GLOUCESTER, K1B 3K5, Canada",6137419610,-75.59834,45.41761
McDonald's,"(Wal-Mart) 2210 BANK STREET, WAL-MART, OTTAWA, K1V 8X1, Canada",6135260638,-75.65464,45.35518
McDonald's,"2380 BANK ST, OTTAWA, K1V 8S1, Canada",6135261258,-75.65072,45.35469
McDonald's,"2335, RUE SAINT-LOUIS, UNITÉ 3, GATINEAU, J8V 1J2, Canada",8192463221,-75.74651,45.48902
McDonald's,"1661 HUNT CLUB ROAD, OTTAWA, K1T 3Z3, Canada",6132499028,-75.63153,45.3606
McDonald's,"1675 MERIVALE ROAD, NEPEAN, K2G 3K2, Canada",6132249040,-75.73144,45.34818
McDonald's,"1850 BASELINE ROAD, NEPEAN, K2L 0C6, Canada",6137235719,-75.75619,45.35385
McDonald's,"2170 MONTREAL ROAD, OTTAWA, K1J 1G4, Canada",6137418578,-75.58917,45.44918
McDonald's,"695, RUE DAVIDSON OUEST, GATINEAU, J8R 2T1, Canada",8196690838,-75.67551,45.50552
McDonald's,"2625 CARLING AVENUE, OTTAWA, K2B 6V3, Canada",6138207575,-75.78941,45.3623
McDonald's,"882, BOUL. MALONEY EST, GATINEAU, J8P 1H5, Canada",8196439711,-75.60239,45.48701
McDonald's,"213, CH. D'AYLMER, GATINEAU, J9H 1A3, Canada",8196844556,-75.8314,45.39608
McDonald's,"4782 Bank Street, OTTAWA, K1T 3W7, Canada",6138226522,-75.5932,45.31828
McDonald's,"3340, FALLOWFIELD ROAD, NEPEAN, K2J 5L1, Canada",6138438898,-75.73293,45.29737
McDonald's,"425 Montée de la Source , CANTLEY, J8V 3B5, Canada",8734162221,-75.77199,45.53932
McDonald's,"(Wal-Mart) 3900 Innes Road , ORLEANS, K1C 1T1, Canada",6138379766,-75.50896,45.45156
McDonald's,"2126 ROBERTSON RD, NEPEAN, K2H 5Z1, Canada",6138292803,-75.83429,45.32119
McDonald's,"4416 INNES ROAD, ORLEANS, K4A 3W3, Canada",6138416633,-75.48882,45.46002
McDonald's,"(Wal-Mart) 3651 STRANDHERD DRIVE , NEPEAN, K2J 2B5, Canada",6138239679,-75.74124,45.27148
McDonald's,"3773 STRANDHERD DRIVE, NEPEAN, K2J 4B1, Canada",6138237838,-75.74814,45.26949
McDonald's,"800 STONEHAVEN DRIVE, KANATA, K2M 2Z2, Canada",6132549438,-75.83833,45.28118
McDonald's,"886 March Road, KANATA, K2W 0C9, Canada",6135924693,-75.93659,45.35874
McDonald's,"510 HAZELDEAN ROAD, KANATA, K2L 2B5, Canada",6138311143,-75.8948,45.29344
McDonald's,"(Wal-Mart) 5357 Fernbank Road , OTTAWA, K2S 1B6, Canada",6138313092,-75.872,45.27491
McDonald's,"3015 Palladium Drive , KANATA, K2T 0N2, Canada",6135916006,-75.94126,45.29598
McDonald's,"1250 MAIN STREET, UNIT 1, STITTSVILLE, K2S 1S9, Canada",6138314440,-75.93067,45.2684
McDonald's,"1003, CH. DE MASSON, GATINEAU, J8M 1R4, Canada",8192816574,-75.42137,45.55655
McDonald's,"2686 LAURIER STREET, ROCKLAND, K4K 1A2, Canada",6134467416,-75.29941,45.54323
McDonald's,"(Wal-Mart) 340 Colonnade Drive , KEMPTVILLE, K0G 1J0, Canada",6132587907,-75.62953,45.02886
McDonald's,"2600 HWY #43, KEMPTVILLE, K0G 1J0, Canada",6132586539,-75.6573,45.01879
McDonald's,"20-10432 Highway #7 , CARLETON PLACE, K7C 0C4, Canada",6132574201,-76.12144,45.13162
McDonald's,"11 RICHER CIRCLE, BOX 877, CASSELMAN, K0A 1M0, Canada",6137646236,-75.08214,45.30508
McDonald's,"16 BASKIN DRIVE W., ARNPRIOR, K7S 3G8, Canada",6136237975,-76.3692,45.42423
McDonald's,"377-A, RUE PAPINEAU , PAPINEAUVILLE, J0V 1R0, Canada",8194279956,-75.02706,45.61638
McDonald's,"81 LOMBARD STREET, SMITHS FALLS, K7A 4Y9, Canada",6132838633,-76.02821,44.89346
McDonald's,"12358 Country Road #2, MORRISBURG, K0C 1X0, Canada",6135430885,-75.18688,44.90094
McDonald's,"35 DUFFERIN STREET, PERTH, K7H 3A5, Canada",6132675070,-76.26316,44.9112
McDonald's,"413 O'BRIEN RD., RENFREW, K7V 3Z3, Canada",6134327025,-76.66662,45.47013
McDonald's,"110 PRESCOTT CENTRE DRIVE, PRESCOTT, K0E 1T0, Canada",6139250134,-75.52164,44.72238
McDonald's,"1301 BROOKDALE AVENUE, CORNWALL, K6J 5B3, Canada",6139335619,-74.75281,45.02937
McDonald's,"(Wal-Mart) 420 Ninth St.W  , CORNWALL, K6J 0B3, Canada",6139366668,-74.74309,45.02404
McDonald's,"1580 CAMERON STREET, HAWKESBURY, K6A 2B8, Canada",6136329393,-74.60116,45.59247
McDonald's,"38, rue Maple , GRENVILLE, J0V 1J0, Canada",8192421856,-74.59344,45.62407
McDonald's,"1314 SECOND STREET EAST, CORNWALL, K6H 2B5, Canada",6139388081,-74.70674,45.02573
McDonald's,"(Wal-Mart) 1942 PARKEDALE AVE , BROCKVILLE, K6V 3G9, Canada",6133456566,-75.68576,44.61514
McDonald's,"2454 PARKEDALE AVENUE, BROCKVILLE, K6V 3G8, Canada",6133425551,-75.70156,44.60346
McDonald's,"20387 COUNTY ROAD #2, LANCASTER, K0C 1N0, Canada",6133471381,-74.49425,45.13475
